country,First,Days_In_Data,Start_Rate,End_Rate
Albania,2020-04-04,12,0.10552195707130752,0.16487805792391796
Armenia,2020-03-27,20,0.1112339154574909,0.3756257752987003
Australia,2020-03-26,21,0.11105733486678952,0.25457086834773907
Austria,2020-03-17,30,0.1134548774542155,1.5894849662237236
Bahamas,2020-04-09,7,0.1027005099080317,0.12580812463733881
Bahrain,2020-03-14,33,0.1279573378049345,0.9310419626949521
Barbados,2020-03-30,17,0.1149725633655605,0.25433324623290654
Belarus,2020-04-09,7,0.11277546014450704,0.34710720894383457
Belgium,2020-03-18,29,0.10771857771960378,2.6967774899890187
Bosnia And Herzegovina,2020-03-31,16,0.10693729172977885,0.32505301423810967
Canada,2020-03-27,20,0.10740143145419052,0.7229415418392328
Chile,2020-03-29,18,0.10072795337366884,0.4177387149603647
Croatia,2020-03-26,21,0.10120320441304079,0.4125604313871327
Cyprus,2020-03-25,22,0.10512474661968833,0.5892072491990596
Denmark,2020-03-13,34,0.11711963320071324,1.1280561120855679
Djibouti,2020-04-08,8,0.1242861251489379,0.3728583754468138
Dominican Republic,2020-04-01,15,0.10326886463286289,0.3059887188310076
Ecuador,2020-03-29,18,0.10561964426382878,0.43761643342664314
Estonia,2020-03-16,31,0.1289935186414493,1.035719889442748
Finland,2020-03-23,24,0.11315660657436269,0.571386634794825
France,2020-03-17,30,0.10184289423103379,1.5902569100242518
French Polynesia,2020-03-27,20,0.10741638529541297,0.19693003970825712
Germany,2020-03-20,27,0.1692828092756395,1.5276402559501476
Greece,2020-03-29,18,0.10130372451115702,0.2071904638918103
Hungary,2020-04-09,7,0.10119075707103972,0.1630410259338487
Iceland,2020-03-05,41,0.10913456291607551,5.093929463677362
Iran,2020-03-12,35,0.10854632756054214,0.9030692631945237
Ireland,2020-03-20,27,0.1140810180041147,2.3510520748101125
Israel,2020-03-22,25,0.10364607646779805,1.4139531564338568
Italy,2020-03-09,38,0.12180001428569659,2.683530945254816
Kuwait,2020-04-05,11,0.11385560969441297,0.32207588963659617
Latvia,2020-03-25,22,0.10331754200749656,0.3445666248676408
Lithuania,2020-03-27,20,0.10834797601270027,0.3877335596441113
Luxembourg,2020-03-16,31,0.1250550160866225,5.370869327252737
Malaysia,2020-04-04,12,0.10431997694381404,0.156088726378278
Malta,2020-03-19,28,0.10899875559754027,0.8924273114548609
Mauritius,2020-03-31,16,0.10679348392883216,0.2703210061948564
Moldova,2020-04-02,14,0.1046184727533183,0.4783265397279376
Montenegro,2020-03-27,20,0.10669010664233494,0.45064627134001184
Netherlands,2020-03-19,28,0.11996165438292859,1.6037194546687077
New Zealand,2020-03-30,17,0.11540721918151611,0.2253785910827434
North Macedonia,2020-03-28,19,0.1051136595440563,0.4358137117169092
Norway,2020-03-13,34,0.11545203748677461,1.2207054398360098
Panama,2020-03-25,22,0.10432270427056646,0.8416463771173919
Peru,2020-04-09,7,0.13355704394521972,0.3169134554969136
Poland,2020-04-06,10,0.10826713254789778,0.19008773491222813
Portugal,2020-03-22,25,0.1251688434799794,1.7062077976864691
Puerto Rico,2020-04-03,13,0.10772453064831078,0.31465108160883176
Qatar,2020-03-14,33,0.11299167710368434,1.2104233409732186
Romania,2020-03-31,16,0.10080271911203546,0.35523663154287494
Serbia,2020-04-01,15,0.10259643067017699,0.46213992215210836
Singapore,2020-03-27,20,0.10233726952794092,0.5602707079206463
Slovakia,2020-04-08,8,0.10646850209079584,0.1530141122991644
Slovenia,2020-03-16,31,0.10535663944071501,0.5869182653774991
Spain,2020-03-15,32,0.12309364257389085,3.6917608523103946
Sweden,2020-03-16,31,0.10282592955088683,1.140351515222771
Switzerland,2020-03-14,33,0.1304798480800199,2.9975446276581197
Turkey,2020-03-30,17,0.11047635782569534,0.780430306432554
United Arab Emirates,2020-04-03,13,0.10480497013007177,0.5048856617691837
United Kingdom,2020-03-25,22,0.11960579635425778,1.390089751289246
United States,2020-03-23,24,0.10698800808352353,1.852266736778871
Uruguay,2020-04-03,13,0.10659397862458525,0.15396908023551203
