country,First,Days_In_Data,Start_Rate,End_Rate
Armenia,2020-03-27,13,0.1112339154574909,0.2883967473715493
Aruba,2020-03-24,15,0.11287318697443423,0.6960513196756777
Australia,2020-03-26,14,0.11105733486678952,0.23631921631532632
Austria,2020-03-17,23,0.1134548774542155,1.4114858769894525
Bahrain,2020-03-14,26,0.1279573378049345,0.4941590521895328
Barbados,2020-03-30,10,0.1149725633655605,0.21949307551607003
Belgium,2020-03-18,22,0.10771857771960378,1.9233355703209059
Bosnia And Herzegovina,2020-03-31,9,0.10693729172977885,0.23659497122084217
Canada,2020-03-27,13,0.10740143145419052,0.4780138871815055
Chile,2020-03-29,11,0.10072795337366884,0.2699445832685646
Croatia,2020-03-26,14,0.10120320441304079,0.31038877525722075
Cyprus,2020-03-25,15,0.10512474661968833,0.4188034260494035
Denmark,2020-03-13,27,0.11711963320071324,0.8785705029006168
Dominican Republic,2020-04-01,8,0.10326886463286289,0.18214057639484202
Ecuador,2020-03-29,11,0.10561964426382878,0.2299457650321504
Estonia,2020-03-16,24,0.1289935186414493,0.8667459235030717
Finland,2020-03-23,17,0.11315660657436269,0.4171972012358292
France,2020-03-17,23,0.10184289423103379,1.200173905224969
French Polynesia,2020-03-27,13,0.10741638529541297,0.16828567029614697
Germany,2020-03-20,20,0.1692828092756395,1.2360111639486286
Greece,2020-03-29,11,0.10130372451115702,0.17491840085244076
Guam,2020-03-23,17,0.16139251856013964,0.723277583176922
Iceland,2020-03-05,35,0.10913456291607551,4.860912423937634
Iran,2020-03-12,28,0.10854632756054214,0.7548673439651968
Ireland,2020-03-20,20,0.1140810180041147,1.1692792312127305
Israel,2020-03-22,18,0.10364607646779805,1.0855253852482405
Italy,2020-03-09,31,0.12180001428569659,2.2392375236529434
Latvia,2020-03-25,15,0.10331754200749656,0.28740108132034575
Lithuania,2020-03-27,13,0.10834797601270027,0.3188836752213252
Luxembourg,2020-03-16,24,0.1250550160866225,4.823550620484012
Malta,2020-03-19,21,0.10899875559754027,0.6653465706266519
Mauritius,2020-03-31,9,0.10679348392883216,0.22359885697599233
Moldova,2020-04-02,7,0.1046184727533183,0.2611751943912627
Montenegro,2020-03-27,13,0.10669010664233494,0.3837659059821302
Netherlands,2020-03-19,21,0.11996165438292859,1.1452214494479482
New Zealand,2020-03-30,10,0.11540721918151611,0.20258984671537883
North Macedonia,2020-03-28,12,0.1051136595440563,0.28750265783967915
Norway,2020-03-13,27,0.11545203748677461,1.0900085278340732
Panama,2020-03-25,15,0.10432270427056646,0.5296202300327403
Portugal,2020-03-22,18,0.1251688434799794,1.2166802738889873
Qatar,2020-03-14,26,0.11299167710368434,0.7263246243821209
Romania,2020-03-31,9,0.10080271911203546,0.22809713643333024
Serbia,2020-04-01,8,0.10259643067017699,0.27894829538880345
Singapore,2020-03-27,13,0.10233726952794092,0.25515403395771125
Slovenia,2020-03-16,24,0.10535663944071501,0.5075399753879193
Spain,2020-03-15,25,0.12309364257389085,3.006411909969999
Sweden,2020-03-16,24,0.10282592955088683,0.766511507785826
Switzerland,2020-03-14,26,0.1304798480800199,2.5797996011111155
Turkey,2020-03-30,10,0.11047635782569534,0.4088356394788589
United Kingdom,2020-03-25,15,0.11960579635425778,0.8180343447074294
United States,2020-03-23,17,0.10698800808352353,1.2119462738107691
